"movie_title","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","aspect_ratio","movie_facebook_likes","imdb_score"
"Hollywood Ending ","Color","Woody Allen","109","112","11000","642","Debra Messing","11000","4839383","Woody Allen","21613","12766","Treat Williams","0","http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1","148","English","USA","PG-13","16000000","2002","650","1.85","762","6.6"
"The Mask of Zorro ","Color","Martin Campbell","156","136","258","94","Tony Amendola","12000","93771072","Anthony Hopkins","135404","12396","Stuart Wilson","0","http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1","318","English","USA","PG-13","65000000","1998","174","2.35","0","6.7"
"Body Double ","Color","Brian De Palma","98","114","0","298","Dennis Franz","537",,"Melanie Griffith","20113","1856","Gregg Henry","0","http://www.imdb.com/title/tt0086984/?ref_=fn_tt_tt_1","178","English","USA","R","10000000","1984","376","1.85","0","6.8"
"The Equalizer ","Color","Antoine Fuqua","292","132","845","683","Chloë Grace Moretz","18000","101530738","Denzel Washington","229574","37605","James Wilcox","0","http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1","436","English","USA","R","55000000","2014","17000","2.35","56000","7.2"
"The Bucket List ","Color","Rob Reiner","207","97","0","760","Noel Gugliemi","11000","93452056","Morgan Freeman","184795","14868","Sean Hayes","1","http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1","310","English","USA","PG-13","45000000","2007","2000","1.85","22000","7.4"
"The House of Mirth ","Color","Terence Davies","96","135","25","553","Anthony LaPaglia","902","3041803","Eric Stoltz","6377","2735","Elizabeth McGovern","0","http://www.imdb.com/title/tt0200720/?ref_=fn_tt_tt_1","181","English","UK","PG","10000000","2000","576","2.35","345","7.1"
"The Second Mother ","Color","Anna Muylaert","111","112","9","4","Regina Casé","61","375723","Alex Huszar","7025","76","Luis Miranda","1","http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1","26","Portuguese","Brazil","R","4000000","2015","9","2.35","0","7.9"
"The Devil's Tomb ","Color","Jason Connery","32","90","110","711","Henry Rollins","1000",,"Ray Winstone","5715","3937","Jason London","4","http://www.imdb.com/title/tt1147687/?ref_=fn_tt_tt_1","60","English","USA","R","10000000","2009","898","1.85","486","3.8"
"Nicholas Nickleby ","Color","Douglas McGrath","80","132","41","1000","Anne Hathaway","16000","1309849","Charlie Hunnam","9395","29177","Jim Broadbent","1","http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1","103","English","UK","PG","10000000","2002","11000","2.35","0","7.2"
"Charlie St. Cloud ","Color","Burr Steers","117","99","23","135","Charlie Tahan","405","31136950","Augustus Prew","47364","1066","Valerie Tian","1","http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1","75","English","USA","PG-13","44000000","2010","268","2.35","0","6.5"
"Mean Machine ","Color","Barry Skolnick","54","99","0","798","Jason Flemyng","26000","92191","Jason Statham","29463","29325","Danny Dyer","1","http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1","84","English","UK","R","2500000","2001","1000","1.85","0","6.5"
"The Mudge Boy ","Color","Michael Burke","17","94","3","181","Tom Guiry","262",,"Zachary Knighton","3480","991","Ryan Donowho","1","http://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1","30","English","USA","R","800000","2003","262",,"396","7.2"
"Win a Date with Tad Hamilton! ","Color","Robert Luketic","84","95","126","886","Gary Cole","2000","16964743","Topher Grace","22844","4681","Nathan Lane","1","http://www.imdb.com/title/tt0335559/?ref_=fn_tt_tt_1","140","English","USA","PG-13","24000000","2004","989","2.35","876","5.6"
"Rise of the Entrepreneur: The Search for a Better Way ","Color","Joe Kenemore",,"52","0","0","Jack Canfield","8",,"Bob Proctor","78","10","Eric Worre","0","http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1","10","English","USA","G","450000","2014","2",,"460","8.2"
"Twilight ","Color","Catherine Hardwicke","350","122","308","10000","Taylor Lautner","17000","191449475","Kristen Stewart","348010","44061","Anna Kendrick","1","http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1","1535","English","USA","PG-13","37000000","2008","12000","2.35","19000","5.2"
"All Hat ","Color","Leonard Farlinger","8","89","0","413","Gary Farmer","584",,"Keith Carradine","436","2668","Stephen McHattie","2","http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1","8","English","Canada","R","5000000","2007","580","2.35","31","5.3"
"Wild Things ","Color","John McNaughton","69","115","39","254","Robert Wagner","13000","29753944","Bill Murray","90677","14275","Jeff Perry","3","http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1","389","English","USA","R","20000000","1998","481","2.35","0","6.5"
"Flashdance ","Color","Adrian Lyne","51","95","213","92","Cynthia Rhodes","225","94900000","Michael Nouri","35172","791","Lee Ving","0","http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1","128","English","USA","R","4000000","1983","174","1.85","0","6.1"
"Motherhood ","Color","Katherine Dieckmann","43","90","8","495","Minnie Driver","1000","92900","Stephanie Szostak","3662","3146","Anthony Edwards","1","http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1","23","English","USA","PG-13","5000000","2009","893","1.85","546","4.7"
"The Man Who Shot Liberty Valance "," Black and White","John Ford","107","113","673","332","Woody Strode","756",,"Lee Marvin","53741","2693","Vera Miles","1","http://www.imdb.com/title/tt0056217/?ref_=fn_tt_tt_1","214","English","USA","Approved","3200000","1962","423","1.85","0","8.1"
"All the Boys Love Mandy Lane ","Color","Jonathan Levine","233","90","129","280","Michael Welch","935",,"Luke Grimes","25951","2170","Whitney Able","1","http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1","129","English","USA","R","750000","2006","611","2.35","2000","5.6"
"Leap Year ","Color","Anand Tucker","134","100","14","356","Kaitlin Olson","3000","12561","Adam Scott","71276","4094","Dominique McElligott","2","http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1","181","English","USA","PG","19000000","2010","547","2.35","13000","6.4"
"The Informant! ","Color","Steven Soderbergh","248","108","0","690","Joel McHale","13000","33313582","Matt Damon","52888","16031","Thomas F. Wilson","1","http://www.imdb.com/title/tt1130080/?ref_=fn_tt_tt_1","175","English","USA","R","21000000","2009","734","1.85","0","6.5"
"Childless ","Color","Charlie Levi",,"90","0","171","Barbara Hershey","1000",,"Joe Mantegna","33","1996","Diane Venora","5","http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1",,"English","USA","R","1000000","2008","618",,"3","6.1"
"Session 9 ","Color","Brad Anderson","127","100","122","83","Brendan Sexton III","210","373967","Paul Guilfoyle","43839","469","Larry Fessenden","0","http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1","481","English","USA","R","1500000","2001","148","2.35","0","6.5"
"Hudson Hawk ","Color","Michael Lehmann","60","100","36","554","James Coburn","13000","17218080","Bruce Willis","43376","15944","Richard E. Grant","0","http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1","249","English","USA","R","70000000","1991","773","1.85","0","5.7"
"Deceptive Practice: The Mysteries and Mentors of Ricky Jay ","Color","Molly Bernstein","39","88","0","49","Ricky Jay","342","151389","David Mamet","774","483","Dick Cavett","0","http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1","7","English","USA",,"500000","2012","79",,"590","7.1"
"3 Men and a Baby ","Color","Leonard Nimoy","21","102","12000","801","Ted Danson","19000","167780960","Tom Selleck","36918","21499","Steve Guttenberg","4","http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1","42","English","USA","PG","11000000","1987","875","1.85","3000","5.9"
"About Time ","Color","Richard Curtis","274","123","628","171","Tom Hollander","565","15294553","Tom Hughes","202341","1595","Lindsay Duncan","1","http://www.imdb.com/title/tt2194499/?ref_=fn_tt_tt_1","391","English","UK","R","12000000","2013","555","2.35","105000","7.8"
"Enough Said ","Color","Nicole Holofcener","231","93","132","216","Ben Falcone","434","17536788","Christopher Nicholas Smith","49240","1183","Michaela Watkins","2","http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1","142","English","USA","PG-13","8000000","2013","265","1.85","12000","7.1"
"First Blood ","Color","Ted Kotcheff","145","93","270","535","Brian Dennehy","13000",,"Sylvester Stallone","172489","15192","Chris Mulkey","1","http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1","376","English","USA","R","14000000","1982","954","2.35","0","7.7"
"Beloved ","Color","Jonathan Demme","78","172","438","466","Kimberly Elise","852","22843047","Oprah Winfrey","6082","2397","Hill Harper","1","http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1","207","English","USA","R","55000000","1998","637","1.85","853","5.9"
"Home Movies             ","Color",,"11","22",,"6","Ron Lynch","59",,"Brendon Small","7458","81","Melissa Bardin Galsky","0","http://www.imdb.com/title/tt0197159/?ref_=fn_tt_tt_1","82","English","USA","TV-PG",,,"11","1.33","526","8.2"
"In the Bedroom ","Color","Todd Field","179","138","143","783","Sissy Spacek","1000","35918429","Tom Wilkinson","32415","3970","Karen Allen","1","http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1","510","English","USA","R","1700000","2001","874","2.35","951","7.5"
"The House of the Devil ","Color","Ti West","238","95","243","725","Greta Gerwig","969","100659","Lena Dunham","30160","3833","Dee Wallace","0","http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1","193","English","USA","R","900000","2009","962","1.85","0","6.4"
"Heli ","Color","Amat Escalante","87","105","50","8","Andrea Vergara","327",,"Kenny Johnston","3499","351","Gabriel Reyes","0","http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1","15","Spanish","Mexico","Not Rated","1000000","2013","9","1.85","0","6.8"
"Charly ","Color","Ralph Nelson","32","103","17","113","Dick Van Patten","754",,"Cliff Robertson","4998","1567","Claire Bloom","0","http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1","55","English","USA","PG",,"1968","605","2.35","785","7.1"
"Saints and Soldiers ","Color","Ryan Little","33","90","38","69","Larry Bagby","214","1310270","Corbin Allred","17725","587","Kirby Heyborne","0","http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1","157","English","USA","PG-13","780000","2003","115",,"1000","6.8"
"The Ridiculous 6 ","Color","Frank Coraci","53","119","153","11000","Adam Sandler","12000",,"Taylor Lautner","27019","36167","Jon Lovitz","4","http://www.imdb.com/title/tt2479478/?ref_=fn_tt_tt_1","143","English","USA","TV-14",,"2015","11000","2.35","0","4.9"
"Frost/Nixon ","Color","Ron Howard","302","122","2000","1000","Clint Howard","2000","18593156","Toby Jones","88682","6161","Oliver Platt","1","http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1","241","English","USA","R","35000000","2008","1000","2.35","0","7.7"
"What Women Want ","Color","Nancy Meyers","149","127","278","912","Lisa Edelstein","2000","182805123","Judy Greer","158864","5838","Loretta Devine","1","http://www.imdb.com/title/tt0207201/?ref_=fn_tt_tt_1","395","English","USA","PG-13","70000000","2000","955","1.37","0","6.4"
"High Heels and Low Lifes ","Color","Mel Smith","43","86","302","428","Danny Dyer","893","226792","Minnie Driver","3080","3049","Mary McCormack","2","http://www.imdb.com/title/tt0253126/?ref_=fn_tt_tt_1","44","English","UK","R","10000000","2001","798","1.85","117","6.2"
"Cursed ","Color","Wes Craven","158","99","0","520","Portia de Rossi","1000","19294901","Shannon Elizabeth","26126","2535","Derek Mears","0","http://www.imdb.com/title/tt0257516/?ref_=fn_tt_tt_1","325","English","USA","PG-13","35000000","2005","573","2.35","0","5"
"Unfriended ","Color","Levan Gabriadze","270","83","6","142","Renee Olstead","707","31537320","Shelley Hennig","44329","1565","Heather Sossaman","0","http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1","309","English","USA","R","1000000","2014","305","1.85","13000","5.7"
"Race to Witch Mountain ","Color","Andy Fickman","166","98","99","433","Billy Brown","12000","67128202","Dwayne Johnson","43328","14007","Tom Everett Scott","3","http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1","110","English","USA","PG","65000000","2009","536","2.35","0","5.7"
"Michael Jordan to the Max ","Color","Don Kempf","14","46","0","69","Michael Jordan","13000","18642318","Bill Murray","1723","13448","Bob Costas","0","http://www.imdb.com/title/tt0245280/?ref_=fn_tt_tt_1","13","English","USA",,,"2000","366","1.44","407","7.5"
"Sucker Punch ","Color","Zack Snyder","435","128","0","826","Abbie Cornish","4000","36381716","Jon Hamm","197584","7067","Scott Glenn","4","http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1","918","English","USA","PG-13","82000000","2011","2000","2.35","42000","6.1"
"The Business of Fancydancing ","Color","Sherman Alexie","12","103","18","61","Leo Rossi","96","174682","William Joseph Elk III","460","314","Cynthia Geary","0","http://www.imdb.com/title/tt0303313/?ref_=fn_tt_tt_1","14","English","USA",,"200000","2002","90",,"96","6.9"
"Idle Hands ","Color","Rodman Flender","59","92","6","577","Fred Willard","890","4002955","Vivica A. Fox","33745","3654","Elden Henson","0","http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1","198","English","USA","R","20000000","1999","729","1.85","0","6.2"
"Three Kings ","Color","David O. Russell","150","114","737","393","Jamie Kennedy","2000","60652036","Judy Greer","137854","3743","Mykelti Williamson","1","http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1","560","English","USA","R","48000000","1999","490","2.35","3000","7.1"
"Young Guns ","Color","Christopher Cain","50","107","58","316","Patrick Wayne","549","44726644","Jack Palance","42614","1747","Brian Keith","5","http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1","120","English","USA","R","13000000","1988","439","1.85","0","6.8"
"Snow Angels ","Color","David Gordon Green","88","107","234","442","Connor Paolo","947","402820","Michael Angarano","10896","2747","Tom Noonan","0","http://www.imdb.com/title/tt0453548/?ref_=fn_tt_tt_1","57","English","USA","R",,"2007","530","2.35","415","6.9"
"The Lucky One ","Color","Scott Hicks","170","101","96","204","Riley Thomas Stewart","713","60443237","Blythe Danner","76882","1852","Jay R. Ferguson","0","http://www.imdb.com/title/tt1327194/?ref_=fn_tt_tt_1","106","English","USA","PG-13","25000000","2012","220","2.35","29000","6.5"
"Tadpole ","Color","Gary Winick","91","78","56","184","Aaron Stanford","376","2882062","Bebe Neuwirth","5178","1144","Ron Rifkin","2","http://www.imdb.com/title/tt0271219/?ref_=fn_tt_tt_1","101","English","USA","PG-13","150000","2000","346","1.85","132","6.3"
"Dragonslayer ","Color","Matthew Robbins","60","108","25","94","Ralph Richardson","1000","6000000","Ian McDiarmid","10832","1263","Albert Salmi","0","http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1","102","English","USA","PG","18000000","1981","115","2.35","0","6.7"
"Independence Day: Resurgence ","Color","Roland Emmerich","286","120","776","535","Sela Ward","890","102315545","Vivica A. Fox","58137","3233","Judd Hirsch","0","http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1","520","English","USA","PG-13","165000000","2016","812","2.35","67000","5.5"
"Mambo Italiano ","Color","Émile Gaudreault","67","92","9","71","Luke Kirby","636","6239558","Paul Sorvino","5548","1033","Claudia Ferri","0","http://www.imdb.com/title/tt0330602/?ref_=fn_tt_tt_1","67","English","Canada","R","5000000","2003","210","1.85","352","6.7"
"Resident Evil ","Color","Paul W.S. Anderson","226","100","545","766","Jaymes Butler","14000","39532308","Milla Jovovich","198701","17902","Colin Salmon","0","http://www.imdb.com/title/tt0120804/?ref_=fn_tt_tt_1","1138","English","UK","R","33000000","2002","2000","1.85","0","6.7"
"The Walking Deceased ","Color","Scott Dow","23","88","6","233","Wray Crawford","680",,"Trenton Rostedt","2348","1425","Dave Sheridan","0","http://www.imdb.com/title/tt3499458/?ref_=fn_tt_tt_1","25","English","USA","R","1250000","2015","418",,"0","3.4"
"The Nun's Story ","Color","Fred Zinnemann","25","149","160","75","Peter Finch","157",,"Colleen Dewhurst","7071","646","Beatrice Straight","0","http://www.imdb.com/title/tt0053131/?ref_=fn_tt_tt_1","83","English","USA","Not Rated","3500000","1959","139","1.78","930","7.6"
"Heavenly Creatures ","Color","Peter Jackson","93","108","0","88","Jed Brophy","14000","3049135","Kate Winslet","50197","14574","Liz Mullane","2","http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1","265","English","New Zealand","R","5000000","1994","433","2.35","0","7.4"
"Deliver Us from Evil ","Color","Scott Derrickson","242","118","301","897","Dorian Missick","2000","30523568","Olivia Munn","54447","5697","Edgar Ramírez","0","http://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1","201","English","USA","R","30000000","2014","1000","2.35","18000","6.2"
