movie_title,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,imdb_score
Asterix at the Olympic Games ,Color,Frédéric Forestier,33.0,116.0,0.0,141.0,Santiago Segura,936.0,,Adventure|Comedy|Family|Fantasy,Alain Delon,20567,1609,Vanessa Hessler,1.0,1st century b.c.|lightsaber|local blockbuster|magical potion|potion,http://www.imdb.com/title/tt0463872/?ref_=fn_tt_tt_1,36.0,French,France,,78000000.0,2008.0,276.0,2.35,291,5.1
Savages , Black and White,Oliver Stone,339.0,141.0,0.0,404.0,Shea Whigham,749.0,47307550.0,Crime|Drama|Thriller,Demián Bichir,104301,1948,Gary Stretch,4.0,arms tied overhead|damsel in distress|dea|marijuana|southern california,http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1,269.0,English,USA,R,45000000.0,2012.0,463.0,2.35,28000,6.5
Summer Catch ,Color,Michael Tollin,50.0,108.0,19.0,505.0,Brian Dennehy,973.0,19693891.0,Comedy|Drama|Romance|Sport,Marc Blucas,12993,3344,Bruce Davison,2.0,baseball|baseball player|night|rivalry|summer,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,107.0,English,USA,PG-13,34000000.0,2001.0,954.0,1.85,476,4.9
Underclassman ,Color,Marcos Siega,31.0,95.0,32.0,324.0,Nick Cannon,843.0,5654777.0,Action|Comedy|Crime|Drama|Thriller,Cheech Marin,4875,2165,Kaylee DeFer,3.0,police|private school|shootout|undercover|wigger,http://www.imdb.com/title/tt0373416/?ref_=fn_tt_tt_1,26.0,English,USA,PG-13,25000000.0,2005.0,593.0,2.35,206,4.1
Wrong Turn ,Color,Rob Schmidt,191.0,84.0,36.0,648.0,Lindy Booth,2000.0,15417771.0,Horror|Thriller,Kevin Zegers,87494,3416,Julian Richings,1.0,forest|mountain|road|stupid victim|west virginia,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,540.0,English,USA,R,12600000.0,2003.0,683.0,1.85,0,6.1
Million Dollar Baby ,Color,Clint Eastwood,268.0,132.0,16000.0,567.0,Morgan Freeman,16000.0,100422786.0,Drama|Sport,Clint Eastwood,482064,28830,Mike Colter,1.0,boxing|boxing trainer|death|suicide attempt|women boxing,http://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1,1106.0,English,USA,PG-13,30000000.0,2004.0,11000.0,2.35,14000,8.1
Poolhall Junkies ,Color,Mars Callahan,41.0,99.0,60.0,444.0,Ricky Schroder,979.0,562059.0,Drama|Thriller,Chazz Palminteri,8535,3130,Ernie Reyes Jr.,4.0,beating|hustler|jail|money|revenge,http://www.imdb.com/title/tt0273982/?ref_=fn_tt_tt_1,113.0,English,USA,R,4000000.0,2002.0,665.0,1.85,872,7.0
Inchon ,Color,Terence Young,10.0,140.0,92.0,522.0,Ben Gazzara,1000.0,,Drama|History|War,Laurence Olivier,491,2704,Jacqueline Bisset,1.0,1950s|douglas macarthur|general|inchon|invasion,http://www.imdb.com/title/tt0084132/?ref_=fn_tt_tt_1,16.0,English,South Korea,PG,48000000.0,1981.0,623.0,2.35,115,2.7
How to Train Your Dragon 2 ,Color,Dean DeBlois,292.0,102.0,255.0,953.0,Djimon Hounsou,18000.0,176997107.0,Action|Adventure|Animation|Comedy|Family|Fantasy,Gerard Butler,221128,23378,America Ferrera,5.0,dragon|father son relationship|husband wife relationship|mother son relationship|viking,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,343.0,English,USA,PG,145000000.0,2014.0,3000.0,2.35,46000,7.9
Blast from the Past ,Color,Hugh Wilson,95.0,112.0,37.0,480.0,Sissy Spacek,3000.0,26494611.0,Comedy|Drama|Romance|Sci-Fi,Brendan Fraser,48621,5709,Douglas Smith,0.0,1960s|bomb shelter|cuban missile crisis|food|naive man,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,239.0,English,USA,PG-13,35000000.0,1999.0,874.0,2.35,0,6.6
Road Hard ,Color,Adam Carolla,14.0,98.0,102.0,360.0,Jim O'Heir,563.0,105943.0,Comedy,Jay Mohr,1351,2628,David Alan Grier,0.0,girl in panties|panties|red panties|stand up comedy,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,11.0,English,USA,,1500000.0,2015.0,485.0,,212,6.1
Star Trek ,Color,J.J. Abrams,518.0,127.0,14000.0,981.0,Leonard Nimoy,26000.0,257704099.0,Action|Adventure|Sci-Fi,Chris Hemsworth,504419,39284,Bruce Greenwood,0.0,box office hit|future|lifted by the throat|star trek|vulcan,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,1559.0,English,USA,PG-13,150000000.0,2009.0,12000.0,2.35,19000,8.0
Holy Motors ,Color,Leos Carax,332.0,115.0,227.0,226.0,Leos Carax,690.0,,Drama|Fantasy,Kylie Minogue,29440,1298,Denis Lavant,0.0,boudoir|death|insanity|male full frontal nudity|penis,http://www.imdb.com/title/tt2076220/?ref_=fn_tt_tt_1,110.0,French,France,Not Rated,,2012.0,227.0,1.85,12000,7.1
Wolves ,Color,David Hayter,59.0,91.0,512.0,413.0,Jennifer Hale,11000.0,,Action|Horror,Jason Momoa,5693,13545,Stephen McHattie,2.0,bar|female nudity|murder|small town|werewolf,http://www.imdb.com/title/tt1403241/?ref_=fn_tt_tt_1,34.0,English,France,R,18000000.0,2014.0,918.0,2.35,0,5.3
High Noon , Black and White,Fred Zinnemann,153.0,85.0,160.0,433.0,Lloyd Bridges,998.0,,Thriller|Western,Gary Cooper,80193,2496,Lon Chaney Jr.,0.0,appeasement|frontier justice|justice|one against many|street shootout,http://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,333.0,English,USA,PG,750000.0,1952.0,575.0,1.37,3000,8.1
Code Name: The Cleaner ,Color,Les Mayfield,53.0,91.0,10.0,436.0,Will Patton,716.0,8104069.0,Action|Comedy|Crime,Callum Rennie,9785,2700,Cedric the Entertainer,3.0,comic violence|hand to hand combat|kung fu|talking to self in mirror|violence,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1,26.0,English,USA,PG-13,20000000.0,2007.0,537.0,1.85,233,4.5
Legend of the Guardians: The Owls of Ga'Hoole ,Color,Zack Snyder,188.0,101.0,0.0,577.0,Richard Roxburgh,2000.0,55673333.0,Action|Adventure|Animation|Family|Fantasy,Abbie Cornish,65785,4286,Anthony LaPaglia,1.0,barn owl|escape|owl|ruler|soldier,http://www.imdb.com/title/tt1219342/?ref_=fn_tt_tt_1,160.0,English,USA,PG,80000000.0,2010.0,653.0,2.35,16000,7.0
The Mask ,Color,Chuck Russell,57.0,114.0,55.0,360.0,Amy Yasbeck,789.0,119938730.0,Action|Comedy|Crime|Fantasy,Peter Greene,265818,2085,Reg E. Cathey,0.0,bank|bank clerk|gangster|loki|mask,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1,213.0,English,USA,PG-13,18000000.0,1994.0,424.0,1.85,0,6.9
Tremors ,Color,Ron Underwood,132.0,96.0,31.0,536.0,Ariana Richards,651.0,16667084.0,Comedy|Horror|Sci-Fi,Reba McEntire,90070,3119,Michael Gross,0.0,desert|giant worm|monster|pipe bomb|small town,http://www.imdb.com/title/tt0100814/?ref_=fn_tt_tt_1,248.0,English,USA,PG-13,11000000.0,1990.0,610.0,1.85,11000,7.1
Burn After Reading ,Color,Ethan Coen,341.0,96.0,1000.0,681.0,Brad Pitt,24000.0,60338891.0,Comedy|Drama,J.K. Simmons,248468,36093,Kevin Sussman,0.0,cia|divorce|embassy|gym|memoir,http://www.imdb.com/title/tt0887883/?ref_=fn_tt_tt_1,545.0,English,USA,R,37000000.0,2008.0,11000.0,1.85,0,7.0
The Ballad of Jack and Rose ,Color,Rebecca Miller,75.0,112.0,58.0,42.0,Susanna Thompson,552.0,712294.0,Drama,Beau Bridges,9408,859,Ryan McDonald,1.0,commune|defecation|environmentalism|fellatio|island,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,68.0,English,USA,R,1500000.0,2005.0,265.0,1.66,608,6.7
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",Color,Andrew Adamson,284.0,150.0,80.0,82.0,Kiran Shah,1000.0,291709845.0,Adventure|Family|Fantasy,Jim Broadbent,286506,1317,Shane Rangi,5.0,hide and seek|lion|magic|professor|snow,http://www.imdb.com/title/tt0363771/?ref_=fn_tt_tt_1,1463.0,English,USA,PG,180000000.0,2005.0,190.0,2.35,0,6.9
King Kong ,Color,Peter Jackson,446.0,201.0,0.0,84.0,Thomas Kretschmann,6000.0,218051260.0,Action|Adventure|Drama|Romance,Naomi Watts,316020,7122,Evan Parke,0.0,animal name in title|ape abducts a woman|gorilla|island|king kong,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2618.0,English,New Zealand,PG-13,207000000.0,2005.0,918.0,2.35,0,7.2
Hard Rain ,Color,Mikael Salomon,79.0,97.0,13.0,695.0,Minnie Driver,11000.0,19819494.0,Action|Crime|Drama|Thriller,Morgan Freeman,26893,13628,Randy Quaid,0.0,dam|flood|money|police|sheriff,http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1,126.0,English,USA,R,70000000.0,1998.0,893.0,2.35,815,5.8
R100 ,Color,Hitoshi Matsumoto,72.0,99.0,17.0,16.0,Hitoshi Matsumoto,31.0,22770.0,Comedy|Drama,Lindsay Kay Hayward,1658,81,Shinobu Terajima,0.0,coma|one word title|spitting|sushi|swimming pool,http://www.imdb.com/title/tt2914838/?ref_=fn_tt_tt_1,12.0,Japanese,Japan,Unrated,5500000.0,2013.0,17.0,1.85,543,6.1
Samsara ,Color,Ron Fricke,115.0,102.0,330.0,0.0,Balinese Tari Legong Dancers,48.0,2601847.0,Documentary|Music,Collin Alfredo St. Dic,22457,48,Puti Sri Candra Dewi,0.0,hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park,http://www.imdb.com/title/tt0770802/?ref_=fn_tt_tt_1,69.0,None,USA,PG-13,4000000.0,2011.0,0.0,2.35,26000,8.5
Creepshow ,Color,George A. Romero,127.0,130.0,0.0,602.0,Hal Holbrook,875.0,,Comedy|Fantasy|Horror,Ted Danson,29932,2662,Adrienne Barbeau,0.0,anthology|child abuse|critically acclaimed|death|grindhouse,http://www.imdb.com/title/tt0083767/?ref_=fn_tt_tt_1,211.0,English,USA,R,8000000.0,1982.0,826.0,1.85,0,6.9
An Everlasting Piece ,Color,Barry Levinson,34.0,103.0,272.0,70.0,Brían F. O'Byrne,736.0,75078.0,Comedy,Anna Friel,1398,1403,Pauline McLynn,4.0,alopecia|belfast northern ireland|ireland|irish republican army|scalper,http://www.imdb.com/title/tt0218182/?ref_=fn_tt_tt_1,26.0,English,USA,R,14000000.0,2000.0,450.0,1.85,132,6.3
Invasion U.S.A. ,Color,Joseph Zito,54.0,107.0,17.0,53.0,Richard Lynch,371.0,,Action|Thriller,Billy Drago,6143,857,Eddie Jones,1.0,army|nightmare|one man army|rescue|spy,http://www.imdb.com/title/tt0089348/?ref_=fn_tt_tt_1,90.0,English,USA,R,10000000.0,1985.0,324.0,1.85,0,5.3
Hollywood Ending ,Color,Woody Allen,109.0,112.0,11000.0,642.0,Debra Messing,11000.0,4839383.0,Comedy|Romance,Woody Allen,21613,12766,Treat Williams,0.0,blind|director|psychosomatic blindness|self deprecating|studio,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,148.0,English,USA,PG-13,16000000.0,2002.0,650.0,1.85,762,6.6
The Mask of Zorro ,Color,Martin Campbell,156.0,136.0,258.0,94.0,Tony Amendola,12000.0,93771072.0,Action|Adventure|Comedy|Romance|Thriller|Western,Anthony Hopkins,135404,12396,Stuart Wilson,0.0,19th century|california|revenge|training|zorro,http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1,318.0,English,USA,PG-13,65000000.0,1998.0,174.0,2.35,0,6.7
Body Double ,Color,Brian De Palma,98.0,114.0,0.0,298.0,Dennis Franz,537.0,,Mystery|Thriller,Melanie Griffith,20113,1856,Gregg Henry,0.0,actor|neighbor|police|thief|tunnel,http://www.imdb.com/title/tt0086984/?ref_=fn_tt_tt_1,178.0,English,USA,R,10000000.0,1984.0,376.0,1.85,0,6.8
The Equalizer ,Color,Antoine Fuqua,292.0,132.0,845.0,683.0,Chloë Grace Moretz,18000.0,101530738.0,Action|Crime|Thriller,Denzel Washington,229574,37605,James Wilcox,0.0,assassin|ex soldier|gangster|hanged man|mysterious past,http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1,436.0,English,USA,R,55000000.0,2014.0,17000.0,2.35,56000,7.2
The Bucket List ,Color,Rob Reiner,207.0,97.0,0.0,760.0,Noel Gugliemi,11000.0,93452056.0,Adventure|Comedy|Drama,Morgan Freeman,184795,14868,Sean Hayes,1.0,billionaire|friend|hospital|list|mechanic,http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1,310.0,English,USA,PG-13,45000000.0,2007.0,2000.0,1.85,22000,7.4
The House of Mirth ,Color,Terence Davies,96.0,135.0,25.0,553.0,Anthony LaPaglia,902.0,3041803.0,Drama|Romance,Eric Stoltz,6377,2735,Elizabeth McGovern,0.0,high society|love|money|reputation|wealth,http://www.imdb.com/title/tt0200720/?ref_=fn_tt_tt_1,181.0,English,UK,PG,10000000.0,2000.0,576.0,2.35,345,7.1
The Second Mother ,Color,Anna Muylaert,111.0,112.0,9.0,4.0,Regina Casé,61.0,375723.0,Comedy|Drama,Alex Huszar,7025,76,Luis Miranda,1.0,brazil|exam|housekeeper|northeast region of brazil|portuguese language,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,26.0,Portuguese,Brazil,R,4000000.0,2015.0,9.0,2.35,0,7.9
The Devil's Tomb ,Color,Jason Connery,32.0,90.0,110.0,711.0,Henry Rollins,1000.0,,Action|Horror|Sci-Fi,Ray Winstone,5715,3937,Jason London,4.0,desert|mercenary|priest|scientist|war veteran,http://www.imdb.com/title/tt1147687/?ref_=fn_tt_tt_1,60.0,English,USA,R,10000000.0,2009.0,898.0,1.85,486,3.8
Nicholas Nickleby ,Color,Douglas McGrath,80.0,132.0,41.0,1000.0,Anne Hathaway,16000.0,1309849.0,Drama|Romance,Charlie Hunnam,9395,29177,Jim Broadbent,1.0,boy|boys' school|death|friend|orphan,http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1,103.0,English,UK,PG,10000000.0,2002.0,11000.0,2.35,0,7.2
Charlie St. Cloud ,Color,Burr Steers,117.0,99.0,23.0,135.0,Charlie Tahan,405.0,31136950.0,Drama|Fantasy|Romance,Augustus Prew,47364,1066,Valerie Tian,1.0,brother brother relationship|death of brother|ghost|seeing dead people|talking with the dead,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,75.0,English,USA,PG-13,44000000.0,2010.0,268.0,2.35,0,6.5
Mean Machine ,Color,Barry Skolnick,54.0,99.0,0.0,798.0,Jason Flemyng,26000.0,92191.0,Comedy|Drama|Sport,Jason Statham,29463,29325,Danny Dyer,1.0,inmate|prison|prison guard|soccer|soccer star,http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1,84.0,English,UK,R,2500000.0,2001.0,1000.0,1.85,0,6.5
The Mudge Boy ,Color,Michael Burke,17.0,94.0,3.0,181.0,Tom Guiry,262.0,,Crime|Drama|Romance,Zachary Knighton,3480,991,Ryan Donowho,1.0,death|farm|fur coat|grief|misfit,http://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1,30.0,English,USA,R,800000.0,2003.0,262.0,,396,7.2
Win a Date with Tad Hamilton! ,Color,Robert Luketic,84.0,95.0,126.0,886.0,Gary Cole,2000.0,16964743.0,Comedy|Romance,Topher Grace,22844,4681,Nathan Lane,1.0,best friend|contest|date|small town|west virginia,http://www.imdb.com/title/tt0335559/?ref_=fn_tt_tt_1,140.0,English,USA,PG-13,24000000.0,2004.0,989.0,2.35,876,5.6
Rise of the Entrepreneur: The Search for a Better Way ,Color,Joe Kenemore,,52.0,0.0,0.0,Jack Canfield,8.0,,Documentary,Bob Proctor,78,10,Eric Worre,0.0,business|entrepreneur|network marketing,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,10.0,English,USA,G,450000.0,2014.0,2.0,,460,8.2
Twilight ,Color,Catherine Hardwicke,350.0,122.0,308.0,10000.0,Taylor Lautner,17000.0,191449475.0,Drama|Fantasy|Romance,Kristen Stewart,348010,44061,Anna Kendrick,1.0,blood|high school|love|school|vampire,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1535.0,English,USA,PG-13,37000000.0,2008.0,12000.0,2.35,19000,5.2
All Hat ,Color,Leonard Farlinger,8.0,89.0,0.0,413.0,Gary Farmer,584.0,,Western,Keith Carradine,436,2668,Stephen McHattie,2.0,contemporary west|cowboy|horse|jockey|neo western,http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1,8.0,English,Canada,R,5000000.0,2007.0,580.0,2.35,31,5.3
Wild Things ,Color,John McNaughton,69.0,115.0,39.0,254.0,Robert Wagner,13000.0,29753944.0,Crime|Drama|Mystery|Thriller,Bill Murray,90677,14275,Jeff Perry,3.0,erotic thriller|forbidden sex|lesbian sex|sex with a student|taboo sex,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1,389.0,English,USA,R,20000000.0,1998.0,481.0,2.35,0,6.5
Flashdance ,Color,Adrian Lyne,51.0,95.0,213.0,92.0,Cynthia Rhodes,225.0,94900000.0,Drama|Music|Romance,Michael Nouri,35172,791,Lee Ving,0.0,ballet school|dance|dancer|overalls|steel worker,http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1,128.0,English,USA,R,4000000.0,1983.0,174.0,1.85,0,6.1
Motherhood ,Color,Katherine Dieckmann,43.0,90.0,8.0,495.0,Minnie Driver,1000.0,92900.0,Comedy|Drama,Stephanie Szostak,3662,3146,Anthony Edwards,1.0,birthday|birthday party|delivery man|mother|neighbor,http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1,23.0,English,USA,PG-13,5000000.0,2009.0,893.0,1.85,546,4.7
The Man Who Shot Liberty Valance , Black and White,John Ford,107.0,113.0,673.0,332.0,Woody Strode,756.0,,Drama|Western,Lee Marvin,53741,2693,Vera Miles,1.0,friend|funeral|outlaw|pistol|stagecoach,http://www.imdb.com/title/tt0056217/?ref_=fn_tt_tt_1,214.0,English,USA,Approved,3200000.0,1962.0,423.0,1.85,0,8.1
All the Boys Love Mandy Lane ,Color,Jonathan Levine,233.0,90.0,129.0,280.0,Michael Welch,935.0,,Horror,Luke Grimes,25951,2170,Whitney Able,1.0,drugs|female nudity|party|voyeur|voyeurism,http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1,129.0,English,USA,R,750000.0,2006.0,611.0,2.35,2000,5.6
Leap Year ,Color,Anand Tucker,134.0,100.0,14.0,356.0,Kaitlin Olson,3000.0,12561.0,Comedy|Romance,Adam Scott,71276,4094,Dominique McElligott,2.0,ireland|irish|journey|tradition|travel,http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1,181.0,English,USA,PG,19000000.0,2010.0,547.0,2.35,13000,6.4
The Informant! ,Color,Steven Soderbergh,248.0,108.0,0.0,690.0,Joel McHale,13000.0,33313582.0,Comedy|Crime|Drama|Thriller,Matt Damon,52888,16031,Thomas F. Wilson,1.0,compulsive liar|fbi|informant|investigation|spy,http://www.imdb.com/title/tt1130080/?ref_=fn_tt_tt_1,175.0,English,USA,R,21000000.0,2009.0,734.0,1.85,0,6.5
Childless ,Color,Charlie Levi,,90.0,0.0,171.0,Barbara Hershey,1000.0,,Drama,Joe Mantegna,33,1996,Diane Venora,5.0,,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,,English,USA,R,1000000.0,2008.0,618.0,,3,6.1
Session 9 ,Color,Brad Anderson,127.0,100.0,122.0,83.0,Brendan Sexton III,210.0,373967.0,Horror|Mystery,Paul Guilfoyle,43839,469,Larry Fessenden,0.0,abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality,http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1,481.0,English,USA,R,1500000.0,2001.0,148.0,2.35,0,6.5
Hudson Hawk ,Color,Michael Lehmann,60.0,100.0,36.0,554.0,James Coburn,13000.0,17218080.0,Action|Adventure|Comedy,Bruce Willis,43376,15944,Richard E. Grant,0.0,blackmail|burglar|critically bashed|leonardo da vinci|prison,http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1,249.0,English,USA,R,70000000.0,1991.0,773.0,1.85,0,5.7
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,Color,Molly Bernstein,39.0,88.0,0.0,49.0,Ricky Jay,342.0,151389.0,Documentary,David Mamet,774,483,Dick Cavett,0.0,stage magician,http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,7.0,English,USA,,500000.0,2012.0,79.0,,590,7.1
3 Men and a Baby ,Color,Leonard Nimoy,21.0,102.0,12000.0,801.0,Ted Danson,19000.0,167780960.0,Comedy|Drama|Family,Tom Selleck,36918,21499,Steve Guttenberg,4.0,1980s|baby|heroin|package|questioned by police,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,42.0,English,USA,PG,11000000.0,1987.0,875.0,1.85,3000,5.9
About Time ,Color,Richard Curtis,274.0,123.0,628.0,171.0,Tom Hollander,565.0,15294553.0,Drama|Fantasy|Romance,Tom Hughes,202341,1595,Lindsay Duncan,1.0,boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding,http://www.imdb.com/title/tt2194499/?ref_=fn_tt_tt_1,391.0,English,UK,R,12000000.0,2013.0,555.0,2.35,105000,7.8
Enough Said ,Color,Nicole Holofcener,231.0,93.0,132.0,216.0,Ben Falcone,434.0,17536788.0,Comedy|Drama|Romance,Christopher Nicholas Smith,49240,1183,Michaela Watkins,2.0,dating|divorcee|ex husband|ex wife|party,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,142.0,English,USA,PG-13,8000000.0,2013.0,265.0,1.85,12000,7.1
First Blood ,Color,Ted Kotcheff,145.0,93.0,270.0,535.0,Brian Dennehy,13000.0,,Action|Adventure|Drama,Sylvester Stallone,172489,15192,Chris Mulkey,1.0,1980s|colonel|deputy|rambo|sheriff,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,376.0,English,USA,R,14000000.0,1982.0,954.0,2.35,0,7.7
Beloved ,Color,Jonathan Demme,78.0,172.0,438.0,466.0,Kimberly Elise,852.0,22843047.0,Drama|History|Horror,Oprah Winfrey,6082,2397,Hill Harper,1.0,farm|freedom|ohio|slavery|spirit,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1,207.0,English,USA,R,55000000.0,1998.0,637.0,1.85,853,5.9
Home Movies             ,Color,,11.0,22.0,,6.0,Ron Lynch,59.0,,Animation|Comedy|Drama,Brendon Small,7458,81,Melissa Bardin Galsky,0.0,coach|friend|school|series|tv series,http://www.imdb.com/title/tt0197159/?ref_=fn_tt_tt_1,82.0,English,USA,TV-PG,,,11.0,1.33,526,8.2
In the Bedroom ,Color,Todd Field,179.0,138.0,143.0,783.0,Sissy Spacek,1000.0,35918429.0,Crime|Drama,Tom Wilkinson,32415,3970,Karen Allen,1.0,doctor|maine|only son|school choir|summer,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,510.0,English,USA,R,1700000.0,2001.0,874.0,2.35,951,7.5
The House of the Devil ,Color,Ti West,238.0,95.0,243.0,725.0,Greta Gerwig,969.0,100659.0,Horror,Lena Dunham,30160,3833,Dee Wallace,0.0,cult film|eclipse|haunted house|lunar eclipse|secret,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,193.0,English,USA,R,900000.0,2009.0,962.0,1.85,0,6.4
Heli ,Color,Amat Escalante,87.0,105.0,50.0,8.0,Andrea Vergara,327.0,,Crime|Drama|Romance,Kenny Johnston,3499,351,Gabriel Reyes,0.0,corrupt police|drug cartel|drugs|mexico|police,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,15.0,Spanish,Mexico,Not Rated,1000000.0,2013.0,9.0,1.85,0,6.8
Charly ,Color,Ralph Nelson,32.0,103.0,17.0,113.0,Dick Van Patten,754.0,,Drama|Romance|Sci-Fi,Cliff Robertson,4998,1567,Claire Bloom,0.0,disability|experiment|genius|intelligence|mouse,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,55.0,English,USA,PG,,1968.0,605.0,2.35,785,7.1
Saints and Soldiers ,Color,Ryan Little,33.0,90.0,38.0,69.0,Larry Bagby,214.0,1310270.0,Action|Adventure|Drama|War,Corbin Allred,17725,587,Kirby Heyborne,0.0,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,157.0,English,USA,PG-13,780000.0,2003.0,115.0,,1000,6.8
The Ridiculous 6 ,Color,Frank Coraci,53.0,119.0,153.0,11000.0,Adam Sandler,12000.0,,Comedy|Western,Taylor Lautner,27019,36167,Jon Lovitz,4.0,apache|bank robbery|baseball|half brothers|white raised as indian,http://www.imdb.com/title/tt2479478/?ref_=fn_tt_tt_1,143.0,English,USA,TV-14,,2015.0,11000.0,2.35,0,4.9
Frost/Nixon ,Color,Ron Howard,302.0,122.0,2000.0,1000.0,Clint Howard,2000.0,18593156.0,Drama,Toby Jones,88682,6161,Oliver Platt,1.0,american president|political drama|scandal|u.s. president|washington post the newspaper,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,241.0,English,USA,R,35000000.0,2008.0,1000.0,2.35,0,7.7
